handle,content,tweet_replies,tweet_retweets,tweets_favorites,published_date,user_description,total_status_counts,total_followers,total_favorites,total_friends,account_created,protected,verified,screenName,location,lang,id,listedCount,followRequestSent,no_of_hashtags,no_of_urls
PCRM,watch the teaser for today s  vegan episode of  theoprahshow  ,NA,4,1,2/1/2011 22:37,"The Physicians Committee for Responsible Medicine promotes preventive medicine, conducts clinical research, and encourages higher standards in research.",10080,53103,5679,20691,5/5/2009 23:14,FALSE,TRUE,PCRM,"Washington, D.C.",en,38048560,1271,FALSE,1,1
PCRM,whoa  rt  vegnews ever been jealous of those in ft  worth  you will be when 1st  vegan movie theater in us opens  ,NA,7,NA,1/8/2011 3:57,"The Physicians Committee for Responsible Medicine promotes preventive medicine, conducts clinical research, and encourages higher standards in research.",10080,53103,5679,20691,5/5/2009 23:14,FALSE,TRUE,PCRM,"Washington, D.C.",en,38048560,1271,FALSE,1,1
PCRM,study  s statin benefits for healthy hearts  but  vegan diets can help fight heart disease   have only   side effects  ,NA,5,1,1/19/2011 21:21,"The Physicians Committee for Responsible Medicine promotes preventive medicine, conducts clinical research, and encourages higher standards in research.",10080,53103,5679,20691,5/5/2009 23:14,FALSE,TRUE,PCRM,"Washington, D.C.",en,38048560,1271,FALSE,1,1
PCRM,great  rt  bookpubco   eat  vegan on  4 a day  taking off on amazon   ,1,2,4,9/15/2011 0:41,"The Physicians Committee for Responsible Medicine promotes preventive medicine, conducts clinical research, and encourages higher standards in research.",10080,53103,5679,20691,5/5/2009 23:14,FALSE,TRUE,PCRM,"Washington, D.C.",en,38048560,1271,FALSE,1,2
PCRM,on oprah com  pcrm president  nealdbarnard answers faqs about going  vegan  ,NA,11,NA,3/2/2011 1:52,"The Physicians Committee for Responsible Medicine promotes preventive medicine, conducts clinical research, and encourages higher standards in research.",10080,53103,5679,20691,5/5/2009 23:14,FALSE,TRUE,PCRM,"Washington, D.C.",en,38048560,1271,FALSE,1,1
PCRM,make your 21 day  vegan kickstart resolution today  ,2,16,3,12/28/2011 19:19,"The Physicians Committee for Responsible Medicine promotes preventive medicine, conducts clinical research, and encourages higher standards in research.",10080,53103,5679,20691,5/5/2009 23:14,FALSE,TRUE,PCRM,"Washington, D.C.",en,38048560,1271,FALSE,1,1
PCRM,travelers rejoice  we found 83  of restaurants in 15 of nation s busiest airports have  vegan options  ,NA,5,1,12/22/2011 1:56,"The Physicians Committee for Responsible Medicine promotes preventive medicine, conducts clinical research, and encourages higher standards in research.",10080,53103,5679,20691,5/5/2009 23:14,FALSE,TRUE,PCRM,"Washington, D.C.",en,38048560,1271,FALSE,1,1
PCRM,this just in  new dietary guidelines for americans back  vegetarian    vegan diets to fight  obesity  ,NA,50,9,1/31/2011 21:32,"The Physicians Committee for Responsible Medicine promotes preventive medicine, conducts clinical research, and encourages higher standards in research.",10080,53103,5679,20691,5/5/2009 23:14,FALSE,TRUE,PCRM,"Washington, D.C.",en,38048560,1271,FALSE,3,1
PCRM,ever wanted to try out a  vegan diet  today is 1st day of our free  21daykickstart online program  sign up  ,NA,27,NA,4/4/2011 18:40,"The Physicians Committee for Responsible Medicine promotes preventive medicine, conducts clinical research, and encourages higher standards in research.",10080,53103,5679,20691,5/5/2009 23:14,FALSE,TRUE,PCRM,"Washington, D.C.",en,38048560,1271,FALSE,2,1
PCRM,great article on  nealdbarnard s tampa talk   doctor to spill the beans on benefits of  vegan diet  ,NA,14,NA,2/28/2011 19:46,"The Physicians Committee for Responsible Medicine promotes preventive medicine, conducts clinical research, and encourages higher standards in research.",10080,53103,5679,20691,5/5/2009 23:14,FALSE,TRUE,PCRM,"Washington, D.C.",en,38048560,1271,FALSE,1,1
PCRM,rt  ericameier   vegan seitan bourguignon recipe from  biz stone on  marthastewart ,NA,3,2,3/31/2011 2:48,"The Physicians Committee for Responsible Medicine promotes preventive medicine, conducts clinical research, and encourages higher standards in research.",10080,53103,5679,20691,5/5/2009 23:14,FALSE,TRUE,PCRM,"Washington, D.C.",en,38048560,1271,FALSE,2,1
PCRM,we approve  rt  grantbutler  apparently saturday is some sort of unofficial  vegan pizza day  ,NA,5,NA,1/29/2011 1:39,"The Physicians Committee for Responsible Medicine promotes preventive medicine, conducts clinical research, and encourages higher standards in research.",10080,53103,5679,20691,5/5/2009 23:14,FALSE,TRUE,PCRM,"Washington, D.C.",en,38048560,1271,FALSE,1,1
PCRM,another healthy super bowl recipe idea  ten minute tostadas    video   vegan  superbowl,NA,3,1,2/3/2011 23:37,"The Physicians Committee for Responsible Medicine promotes preventive medicine, conducts clinical research, and encourages higher standards in research.",10080,53103,5679,20691,5/5/2009 23:14,FALSE,TRUE,PCRM,"Washington, D.C.",en,38048560,1271,FALSE,2,1
peachtreesbbees,now  this  i want to try  homemade chocolate spread from  hefs kitchen  it s vegan friendly too       chocolate  vegan,NA,2,1,8/19/2011 15:00,"Food and lifestyle blog dishing up recipes, reviews, and gift guides! Run by @ashleyfryer.",5283,1047,77,1418,6/8/2011 20:24,FALSE,FALSE,peachtreesbbees,London ,en,313539750,38,FALSE,2,1
penguinrandom,tasty   vegan cookbook   150 vegan favorites fresh  easy  and incredibly delicious recipes you can enjoy every day ,NA,7,7,10/31/2011 16:32,"Penguin Random House is the world's largest English language trade publisher. We love to chat about books & writing. bookworms, unite!",35959,1249265,5129,26104,4/11/2008 13:32,FALSE,TRUE,penguinrandom,"New York City, NY",en,14360757,12383,FALSE,1,1
perennialplate,wondering if halal slaughter video will incite  vegan readers to anger on  grist  or be left alone because of  religion,NA,NA,1,12/9/2011 22:47,"Documentary series about sustainable food around the Globe. James Beard winning filmmaker, chef, advocate for a more human food system... with @mirrafine",22797,13341,4393,1118,2/7/2010 0:14,FALSE,FALSE,perennialplate,"Minneapolis, MN, USA",en,112018437,780,FALSE,2,1
peta, vegan playtime products that weren t tested on animals 4 your plant based pleasure  ,NA,9,2,2/10/2011 23:30,"Breaking animal news, #vegan recipes, rescues, & more from the largest animal rights organization in the world.",370860,1059537,88386,4963,11/2/2007 16:29,FALSE,TRUE,peta,"Los Angeles, CA / Norfolk, VA",en,9890492,8753,FALSE,1,1
peta,stock the cilantro  limes    jalape os  cuz we ve got mouthwatering  vegan mexican recipes 4 u 2 celebrate cinco de mayo  ,NA,19,8,5/5/2011 1:20,"Breaking animal news, #vegan recipes, rescues, & more from the largest animal rights organization in the world.",370860,1059537,88386,4963,11/2/2007 16:29,FALSE,TRUE,peta,"Los Angeles, CA / Norfolk, VA",en,9890492,8753,FALSE,1,1
peta,help animals by making ur fave recipes  vegan  check out  peta s ultimate vegan baking cheat sheet   bake w compassion  ,2,24,10,8/31/2011 0:00,"Breaking animal news, #vegan recipes, rescues, & more from the largest animal rights organization in the world.",370860,1059537,88386,4963,11/2/2007 16:29,FALSE,TRUE,peta,"Los Angeles, CA / Norfolk, VA",en,9890492,8753,FALSE,2,1
peta,get your chocolate fix w  these homemade  vegan chocolate peanut butter cups  ,NA,17,7,1/26/2011 3:12,"Breaking animal news, #vegan recipes, rescues, & more from the largest animal rights organization in the world.",370860,1059537,88386,4963,11/2/2007 16:29,FALSE,TRUE,peta,"Los Angeles, CA / Norfolk, VA",en,9890492,8753,FALSE,1,1
peta,l a  s  kindkreme home to best  vegan frozen dessert in america   via  laist,NA,7,1,7/23/2011 2:38,"Breaking animal news, #vegan recipes, rescues, & more from the largest animal rights organization in the world.",370860,1059537,88386,4963,11/2/2007 16:29,FALSE,TRUE,peta,"Los Angeles, CA / Norfolk, VA",en,9890492,8753,FALSE,1,1
peta,this quick   easy  vegan snack is the perf afterschool treat  breakfast on the go  or packed lunch surprise  ,NA,9,4,3/3/2011 22:32,"Breaking animal news, #vegan recipes, rescues, & more from the largest animal rights organization in the world.",370860,1059537,88386,4963,11/2/2007 16:29,FALSE,TRUE,peta,"Los Angeles, CA / Norfolk, VA",en,9890492,8753,FALSE,1,1
peta,the  vegetarian    vegan community is gaining steam   we re a growing force to be reckoned with  check out these stats  ,4,74,12,12/2/2011 22:32,"Breaking animal news, #vegan recipes, rescues, & more from the largest animal rights organization in the world.",370860,1059537,88386,4963,11/2/2007 16:29,FALSE,TRUE,peta,"Los Angeles, CA / Norfolk, VA",en,9890492,8753,FALSE,2,1
peta,today on  purecitizen  shop gorgeous  vegan handbags from  matt and nat   benefit  peta  ,NA,2,NA,2/10/2011 1:40,"Breaking animal news, #vegan recipes, rescues, & more from the largest animal rights organization in the world.",370860,1059537,88386,4963,11/2/2007 16:29,FALSE,TRUE,peta,"Los Angeles, CA / Norfolk, VA",en,9890492,8753,FALSE,2,1
peta,444 total pounds lost on  oprah s weeklong  vegan challenge   veganoprah,NA,14,3,2/2/2011 5:23,"Breaking animal news, #vegan recipes, rescues, & more from the largest animal rights organization in the world.",370860,1059537,88386,4963,11/2/2007 16:29,FALSE,TRUE,peta,"Los Angeles, CA / Norfolk, VA",en,9890492,8753,FALSE,2,0
peta,in addition 2 lowering the risk of developing diabetes   cancer  a healthy  vegan diet may also make your child smarter  ,NA,23,NA,2/15/2011 21:55,"Breaking animal news, #vegan recipes, rescues, & more from the largest animal rights organization in the world.",370860,1059537,88386,4963,11/2/2007 16:29,FALSE,TRUE,peta,"Los Angeles, CA / Norfolk, VA",en,9890492,8753,FALSE,1,1
peta,we want u 2 have a lucky new year  enter 2 win cruelty free   vegan juju nail tattoos 2 boost ur luck    bigrubytattoos,NA,2,1,12/13/2011 23:00,"Breaking animal news, #vegan recipes, rescues, & more from the largest animal rights organization in the world.",370860,1059537,88386,4963,11/2/2007 16:29,FALSE,TRUE,peta,"Los Angeles, CA / Norfolk, VA",en,9890492,8753,FALSE,1,1
peta,give peas a chance  go  vegan   nonviolence begins on ur plate,4,29,1,7/1/2011 0:31,"Breaking animal news, #vegan recipes, rescues, & more from the largest animal rights organization in the world.",370860,1059537,88386,4963,11/2/2007 16:29,FALSE,TRUE,peta,"Los Angeles, CA / Norfolk, VA",en,9890492,8753,FALSE,1,1
peta,it s official  90s grunge is everywhere  grunge up ur look w   freepeople s  vegan version of the  doc marten  style boot ,1,17,3,9/17/2011 0:38,"Breaking animal news, #vegan recipes, rescues, & more from the largest animal rights organization in the world.",370860,1059537,88386,4963,11/2/2007 16:29,FALSE,TRUE,peta,"Los Angeles, CA / Norfolk, VA",en,9890492,8753,FALSE,1,1
peta,because he tirelessly advocates 4 animals by promoting a  vegan lifestyle   unclerush is peta s 2011 person of the year,2,29,4,12/16/2011 0:02,"Breaking animal news, #vegan recipes, rescues, & more from the largest animal rights organization in the world.",370860,1059537,88386,4963,11/2/2007 16:29,FALSE,TRUE,peta,"Los Angeles, CA / Norfolk, VA",en,9890492,8753,FALSE,1,1
peta, can u hear me honey   uh oh  viagra could double risk of hearing loss  go  vegan    nationalvegetarianweek  veganpower,NA,16,NA,5/24/2011 3:30,"Breaking animal news, #vegan recipes, rescues, & more from the largest animal rights organization in the world.",370860,1059537,88386,4963,11/2/2007 16:29,FALSE,TRUE,peta,"Los Angeles, CA / Norfolk, VA",en,9890492,8753,FALSE,3,1
peta,with a  vegan feast like this it feels like it should be friday  ,6,12,2,9/2/2011 4:09,"Breaking animal news, #vegan recipes, rescues, & more from the largest animal rights organization in the world.",370860,1059537,88386,4963,11/2/2007 16:29,FALSE,TRUE,peta,"Los Angeles, CA / Norfolk, VA",en,9890492,8753,FALSE,1,1
peta,as if we needed a reason 2 eat  vegan donuts  today is  nationaldonutday  celebrate by making  peta s glazed goodness  ,NA,12,3,6/3/2011 22:00,"Breaking animal news, #vegan recipes, rescues, & more from the largest animal rights organization in the world.",370860,1059537,88386,4963,11/2/2007 16:29,FALSE,TRUE,peta,"Los Angeles, CA / Norfolk, VA",en,9890492,8753,FALSE,3,1
peta,what s the best way 2 win ppl over 2 a healthy   compassionate  vegan lifestyle  militant or  smallbutpowerful  ,3,6,NA,6/14/2011 0:00,"Breaking animal news, #vegan recipes, rescues, & more from the largest animal rights organization in the world.",370860,1059537,88386,4963,11/2/2007 16:29,FALSE,TRUE,peta,"Los Angeles, CA / Norfolk, VA",en,9890492,8753,FALSE,2,1
peta,tofu scramble and  vegan french toast at breakroom cafe with the  petapack team     the breakroom cafe   pic   ,6,9,3,7/18/2011 1:01,"Breaking animal news, #vegan recipes, rescues, & more from the largest animal rights organization in the world.",370860,1059537,88386,4963,11/2/2007 16:29,FALSE,TRUE,peta,"Los Angeles, CA / Norfolk, VA",en,9890492,8753,FALSE,1,1
peta,enter 2  win vegan for life  this book will become ur go2 guide 4 living  vegan   answering the   s that come along w it  ,NA,8,2,8/4/2011 3:25,"Breaking animal news, #vegan recipes, rescues, & more from the largest animal rights organization in the world.",370860,1059537,88386,4963,11/2/2007 16:29,FALSE,TRUE,peta,"Los Angeles, CA / Norfolk, VA",en,9890492,8753,FALSE,2,1
peta, icantgoadaywithout  starbucks  can u  grab a soy latte   a vegan snack   start ur day the right way the  vegan way  ,4,22,9,7/7/2011 20:32,"Breaking animal news, #vegan recipes, rescues, & more from the largest animal rights organization in the world.",370860,1059537,88386,4963,11/2/2007 16:29,FALSE,TRUE,peta,"Los Angeles, CA / Norfolk, VA",en,9890492,8753,FALSE,2,1
peta,to all our dude readers  here r our picks 4 sexy  vegan colognes    getjackblack  burtsbees  herban cowboy  aubreyorganics,NA,8,NA,9/29/2011 0:45,"Breaking animal news, #vegan recipes, rescues, & more from the largest animal rights organization in the world.",370860,1059537,88386,4963,11/2/2007 16:29,FALSE,TRUE,peta,"Los Angeles, CA / Norfolk, VA",en,9890492,8753,FALSE,1,1
peta,what happens when the world is  vegan   peta s infographic   via  treehugger,NA,15,3,5/4/2011 19:58,"Breaking animal news, #vegan recipes, rescues, & more from the largest animal rights organization in the world.",370860,1059537,88386,4963,11/2/2007 16:29,FALSE,TRUE,peta,"Los Angeles, CA / Norfolk, VA",en,9890492,8753,FALSE,2,1
peta,glad i m  vegan   ,NA,62,4,3/7/2011 4:59,"Breaking animal news, #vegan recipes, rescues, & more from the largest animal rights organization in the world.",370860,1059537,88386,4963,11/2/2007 16:29,FALSE,TRUE,peta,"Los Angeles, CA / Norfolk, VA",en,9890492,8753,FALSE,1,1
peta,read about the journey of 1  vegan   find out how your words   actions may influence others to do the right thing  ,1,17,1,8/1/2011 21:55,"Breaking animal news, #vegan recipes, rescues, & more from the largest animal rights organization in the world.",370860,1059537,88386,4963,11/2/2007 16:29,FALSE,TRUE,peta,"Los Angeles, CA / Norfolk, VA",en,9890492,8753,FALSE,1,1
peta,we scored an interview w irreverent  vegan   jamiekilstein   got a delicious taste of his animal friendly comedy    badass,1,3,1,8/5/2011 22:48,"Breaking animal news, #vegan recipes, rescues, & more from the largest animal rights organization in the world.",370860,1059537,88386,4963,11/2/2007 16:29,FALSE,TRUE,peta,"Los Angeles, CA / Norfolk, VA",en,9890492,8753,FALSE,2,1
peta,whip up a delicious   cruelty free breakfast with our  vegan version of  paula deen s french toast casserole recipe  ,NA,8,5,5/11/2011 1:50,"Breaking animal news, #vegan recipes, rescues, & more from the largest animal rights organization in the world.",370860,1059537,88386,4963,11/2/2007 16:29,FALSE,TRUE,peta,"Los Angeles, CA / Norfolk, VA",en,9890492,8753,FALSE,1,1
peta, vegan easter feaster   ,NA,22,3,4/25/2011 6:43,"Breaking animal news, #vegan recipes, rescues, & more from the largest animal rights organization in the world.",370860,1059537,88386,4963,11/2/2007 16:29,FALSE,TRUE,peta,"Los Angeles, CA / Norfolk, VA",en,9890492,8753,FALSE,1,1
peta,looking 4 the perf meal 2 convince ur family   friends that  vegan food is easy   delish  treat them 2 an italian dinner  ,NA,20,8,3/23/2011 21:57,"Breaking animal news, #vegan recipes, rescues, & more from the largest animal rights organization in the world.",370860,1059537,88386,4963,11/2/2007 16:29,FALSE,TRUE,peta,"Los Angeles, CA / Norfolk, VA",en,9890492,8753,FALSE,1,1
peta,a great  vegan company has the opportunity to increase their exposure   need ur help  pledge  get some soap   rt  ,NA,24,2,9/15/2011 1:41,"Breaking animal news, #vegan recipes, rescues, & more from the largest animal rights organization in the world.",370860,1059537,88386,4963,11/2/2007 16:29,FALSE,TRUE,peta,"Los Angeles, CA / Norfolk, VA",en,9890492,8753,FALSE,1,1
peta,lookin 2 spice up ur life this  cincodemayo  grab urself a coupon and get a spicy  vegan burrito from  evolfoods ,NA,10,2,5/5/2011 23:48,"Breaking animal news, #vegan recipes, rescues, & more from the largest animal rights organization in the world.",370860,1059537,88386,4963,11/2/2007 16:29,FALSE,TRUE,peta,"Los Angeles, CA / Norfolk, VA",en,9890492,8753,FALSE,2,1
peta, happynationaltacoday  what better way to celebrate than w delish  vegan tacos    tofutacotuesdays,5,24,2,10/4/2011 23:13,"Breaking animal news, #vegan recipes, rescues, & more from the largest animal rights organization in the world.",370860,1059537,88386,4963,11/2/2007 16:29,FALSE,TRUE,peta,"Los Angeles, CA / Norfolk, VA",en,9890492,8753,FALSE,3,1
peta, vegan beef   mushroom stroganoff  looks meh tastes amehzing   ,NA,12,4,4/27/2011 6:55,"Breaking animal news, #vegan recipes, rescues, & more from the largest animal rights organization in the world.",370860,1059537,88386,4963,11/2/2007 16:29,FALSE,TRUE,peta,"Los Angeles, CA / Norfolk, VA",en,9890492,8753,FALSE,1,1
